Session,Session Date,Session Title / Poster Group,Start Time,Stop Time,# of Papers,Session Chairs,Session Order,Poster ID,Paper ID,Title (Corrected),Authors (Corrected)
,,,,,,,125,179a,9930,Memory-Augmented Non-Local Attention for Video Super-Resolution,Jiyang Yu; Jingen Liu; Liefeng Bo; Tao Mei
,,,,,,,126,180a,5331,Optical Flow Estimation for Spiking Camera,Liwen Hu; Rui Zhao; Ziluo Ding; Lei Ma; Boxin Shi; Ruiqin Xiong; Tiejun Huang
,,,,,,,127,181a,2228,Compressive Single-Photon 3D Cameras,Felipe Gutierrez-Barragan; Atul Ingle; Trevor Seets; Mohit Gupta; Andreas Velten
,,,,,,,128,182a,5539,Single-Photon Structured Light,Varun Sundar; Sizhuo Ma; Aswin C. Sankaranarayanan; Mohit Gupta
,,,,,,,129,183a,6491,All-Photon Polarimetric Time-of-Flight Imaging,Seung-Hwan Baek; Felix Heide
,,,,,,,130,184a,4904,Holocurtains: Programming Light Curtains via Binary Holography,Dorian Chan; Srinivasa G. Narasimhan; Matthew O'Toole
,,Vision & Language,,,,,131,185a,2043,Towards Implicit Text-Guided 3D Shape Generation,Zhengzhe Liu; Yi Wang; Xiaojuan Qi; Chi-Wing Fu
,,,,,,,132,186a,9380,Towards Language-Free Training for Text-to-Image Generation,Yufan Zhou; Ruiyi Zhang; Changyou Chen; Chunyuan Li; Chris Tensmeyer; Tong Yu; Jiuxiang Gu; Jinhui Xu; Tong Sun
,,,,,,,133,187a,7612,ZeroCap: Zero-Shot Image-to-Text Generation for Visual-Semantic Arithmetic,Yoad Tewel; Yoav Shalev; Idan Schwartz; Lior Wolf
,,,,,,,134,188a,4952,EMScore: Evaluating Video Captioning via Coarse-Grained and Fine-Grained Embedding Matching,Yaya Shi; Xu Yang; Haiyang Xu; Chunfeng Yuan; Bing Li; Weiming Hu; Zheng-Jun Zha
,,,,,,,135,189a,7374,Hierarchical Modular Network for Video Captioning,Hanhua Ye; Guorong Li; Yuankai Qi; Shuhui Wang; Qingming Huang; Ming-Hsuan Yang
,,,,,,,136,190a,3770,SwinBERT: End-to-End Transformers With Sparse Attention for Video Captioning,Kevin Lin; Linjie Li; Chung-Ching Lin; Faisal Ahmed; Zhe Gan; Zicheng Liu; Yumao Lu; Lijuan Wang
,,,,,,,137,191a,3222,End-to-End Generative Pretraining for Multimodal Video Captioning,Paul Hongsuck Seo; Arsha Nagrani; Anurag Arnab; Cordelia Schmid
,,,,,,,138,192a,4855,Beyond a Pre-Trained Object Detector: Cross-Modal Textual and Visual Context for Image Captioning,Chia-Wen Kuo; Zsolt Kira
,,,,,,,139,193a,8115,Scaling Up Vision-Language Pre-Training for Image Captioning,Xiaowei Hu; Zhe Gan; Jianfeng Wang; Zhengyuan Yang; Zicheng Liu; Yumao Lu; Lijuan Wang
,,,,,,,140,194a,9270,Comprehending and Ordering Semantics for Image Captioning,Yehao Li; Yingwei Pan; Ting Yao; Tao Mei
,,,,,,,141,195a,11498,NOC-REK: Novel Object Captioning With Retrieved Vocabulary From External Knowledge,Duc Minh Vo; Hong Chen; Akihiro Sugimoto; Hideki Nakayama
,,,,,,,142,196a,814,Injecting Semantic Concepts Into End-to-End Image Captioning,Zhiyuan Fang; Jianfeng Wang; Xiaowei Hu; Lin Liang; Zhe Gan; Lijuan Wang; Yezhou Yang; Zicheng Liu
,,,,,,,143,197a,1613,DIFNet: Boosting Visual Information Flow for Image Captioning,Mingrui Wu; Xuying Zhang; Xiaoshuai Sun; Yiyi Zhou; Chao Chen; Jiaxin Gu; Xing Sun; Rongrong Ji
,,,,,,,144,198a,8224,VisualGPT: Data-Efficient Adaptation of Pretrained Language Models for Image Captioning,Jun Chen; Han Guo; Kai Yi; Boyang Li; Mohamed Elhoseiny
,,,,,,,145,199a,7848,"Show, Deconfound and Tell: Image Captioning With Causal Inference",Bing Liu; Dong Wang; Xu Yang; Yong Zhou; Rui Yao; Zhiwen Shao; Jiaqi Zhao
,,,,,,,146,200a,9257,EI-CLIP: Entity-Aware Interventional Contrastive Learning for E-Commerce Cross-Modal Retrieval,Haoyu Ma; Handong Zhao; Zhe Lin; Ajinkya Kale; Zhangyang Wang; Tong Yu; Jiuxiang Gu; Sunav Choudhary; Xiaohui Xie
,,,,,,,147,201a,11667,CLIPstyler: Image Style Transfer With a Single Text Condition,Gihyun Kwon; Jong Chul Ye
,,,,,,,148,202a,4042,HairCLIP: Design Your Hair by Text and Reference Image,Tianyi Wei; Dongdong Chen; Wenbo Zhou; Jing Liao; Zhentao Tan; Lu Yuan; Weiming Zhang; Nenghai Yu
,,,,,,,149,203a,1965,DenseCLIP: Language-Guided Dense Prediction With Context-Aware Prompting,Yongming Rao; Wenliang Zhao; Guangyi Chen; Yansong Tang; Zheng Zhu; Guan Huang; Jie Zhou; Jiwen Lu
,,,,,,,150,204a,11622,On Guiding Visual Attention With Language Specification,Suzanne Petryk; Lisa Dunlap; Keyan Nasseri; Joseph Gonzalez; Trevor Darrell; Anna Rohrbach
,,,,,,,151,205a,9610,UTC: A Unified Transformer With Inter-Task Contrastive Learning for Visual Dialog,Cheng Chen; Zhenshan Tan; Qingrong Cheng; Xin Jiang; Qun Liu; Yudong Zhu; Xiaodong Gu
,,,,,,,152,206a,10953,Text-to-Image Synthesis Based on Object-Guided Joint-Decoding Transformer,Fuxiang Wu; Liu Liu; Fusheng Hao; Fengxiang He; Jun Cheng
,,,,,,,153,207a,10338,LiT: Zero-Shot Transfer With Locked-Image Text Tuning,Xiaohua Zhai; Xiao Wang; Basil Mustafa; Andreas Steiner; Daniel Keysers; Alexander Kolesnikov; Lucas Beyer
,,,,,,,154,208a,851,GroupViT: Semantic Segmentation Emerges From Text Supervision,Jiarui Xu; Shalini De Mello; Sifei Liu; Wonmin Byeon; Thomas Breuel; Jan Kautz; Xiaolong Wang
,,,,,,,155,209a,1404,ReSTR: Convolution-Free Referring Image Segmentation Using Transformers,Namyup Kim; Dongwon Kim; Cuiling Lan; Wenjun Zeng; Suha Kwak
,,,,,,,156,210a,1565,LAVT: Language-Aware Vision Transformer for Referring Image Segmentation,Zhao Yang; Jiaqi Wang; Yansong Tang; Kai Chen; Hengshuang Zhao; Philip H.S. Torr
,,,,,,,157,211a,7782,An Empirical Study of Training End-to-End Vision-and-Language Transformers,Zi-Yi Dou; Yichong Xu; Zhe Gan; Jianfeng Wang; Shuohang Wang; Lijuan Wang; Chenguang Zhu; Pengchuan Zhang; Lu Yuan; Nanyun Peng; Zicheng Liu; Michael Zeng
,,,,,,,158,212a,7761,Are Multimodal Transformers Robust to Missing Modality?,Mengmeng Ma; Jian Ren; Long Zhao; Davide Testuggine; Xi Peng
,,Image & Video Synthesis and Generation,,,,,159,213a,5438,Text to Image Generation With Semantic-Spatial Aware GAN,Wentong Liao; Kai Hu; Michael Ying Yang; Bodo Rosenhahn
,,,,,,,160,214a,107,StyleT2I: Toward Compositional and High-Fidelity Text-to-Image Synthesis,Zhiheng Li; Martin Renqiang Min; Kai Li; Chenliang Xu
,,,,,,,161,215a,5345,Blended Diffusion for Text-Driven Editing of Natural Images,Omri Avrahami; Dani Lischinski; Ohad Fried
,,,,,,,162,216a,5128,Make It Move: Controllable Image-to-Video Generation With Text Descriptions,Yaosi Hu; Chong Luo; Zhenzhong Chen
,,,,,,,163,217a,5317,"Predict, Prevent, and Evaluate: Disentangled Text-Driven Image Manipulation Empowered by Pre-Trained Vision-Language Model",Zipeng Xu; Tianwei Lin; Hao Tang; Fu Li; Dongliang He; Nicu Sebe; Radu Timofte; Luc Van Gool; Errui Ding
,,,,,,,164,218a,10144,A Style-Aware Discriminator for Controllable Image Translation,Kunhee Kim; Sanghun Park; Eunyeong Jeon; Taehun Kim; Daijin Kim
,,,,,,,165,219a,8904,Alleviating Semantics Distortion in Unsupervised Low-Level Image-to-Image Translation via Structure Consistency Constraint,Jiaxian Guo; Jiachen Li; Huan Fu; Mingming Gong; Kun Zhang; Dacheng Tao
,,,,,,,166,220a,10441,Exploring Patch-Wise Semantic Relation for Contrastive Learning in Image-to-Image Translation Tasks,Chanyong Jung; Gihyun Kwon; Jong Chul Ye
,,,,,,,167,221a,8356,FlexIT: Towards Flexible Semantic Image Translation,Guillaume Couairon; Asya Grechka; Jakob Verbeek; Holger Schwenk; Matthieu Cord
,,,,,,,168,222a,4022,Modulated Contrast for Versatile Image Synthesis,Fangneng Zhan; Jiahui Zhang; Yingchen Yu; Rongliang Wu; Shijian Lu
,,,,,,,169,223a,8146,QS-Attn: Query-Selected Attention for Contrastive Learning in I2I Translation,Xueqi Hu; Xinyue Zhou; Qiusheng Huang; Zhengyi Shi; Li Sun; Qingli Li
,,,,,,,170,224a,9818,Self-Supervised Dense Consistency Regularization for Image-to-Image Translation,Minsu Ko; Eunju Cha; Sungjoo Suh; Huijin Lee; Jae-Joon Han; Jinwoo Shin; Bohyung Han
,,,,,,,171,225a,155,Maximum Spatial Perturbation Consistency for Unpaired Image-to-Image Translation,Yanwu Xu; Shaoan Xie; Wenhao Wu; Kun Zhang; Mingming Gong; Kayhan Batmanghelich
,,,,,,,172,226a,2538,InstaFormer: Instance-Aware Image-to-Image Translation With Transformer,Soohyun Kim; Jongbeom Baek; Jihye Park; Gyeongnyeon Kim; Seungryong Kim
,,,,,,,173,227a,648,Unsupervised Image-to-Image Translation With Generative Prior,Shuai Yang; Liming Jiang; Ziwei Liu; Chen Change Loy
,,,,,,,174,228a,133,StylizedNeRF: Consistent 3D Scene Stylization As Stylized NeRF via 2D-3D Mutual Learning,Yi-Hua Huang; Yue He; Yu-Jie Yuan; Yu-Kun Lai; Lin Gao
,,,,,,,175,229a,30,NeRF-Editing: Geometry Editing of Neural Radiance Fields,Yu-Jie Yuan; Yang-Tian Sun; Yu-Kun Lai; Yuewen Ma; Rongfei Jia; Lin Gao
,,,,,,,176,230a,8276,GeoNeRF: Generalizing NeRF With Geometry Priors,Mohammad Mahdi Johari; Yann Lepoittevin; François Fleuret
,,,,,,,177,231a,5276,Ray Priors Through Reprojection: Improving Neural Radiance Fields for Novel View Extrapolation,Jian Zhang; Yuanqing Zhang; Huan Fu; Xiaowei Zhou; Bowen Cai; Jinchi Huang; Rongfei Jia; Binqiang Zhao; Xing Tang
,,,,,,,178,232a,10588,AR-NeRF: Unsupervised Learning of Depth and Defocus Effects From Natural Images With Aperture Rendering Neural Radiance Fields,Takuhiro Kaneko
,,,,,,,179,233a,5174,HDR-NeRF: High Dynamic Range Neural Radiance Fields,Xin Huang; Qi Zhang; Ying Feng; Hongdong Li; Xuan Wang; Qing Wang
,,,,,,,180,234a,3703,NeRFReN: Neural Radiance Fields With Reflections,Yuan-Chen Guo; Di Kang; Linchao Bao; Yu He; Song-Hai Zhang
,,,,,,,181,235a,4368,Neural Point Light Fields,Julian Ost; Issam Laradji; Alejandro Newell; Yuval Bahat; Felix Heide
,,,,,,,182,236a,697,3D-Aware Image Synthesis via Learning Structural and Textural Representations,Yinghao Xu; Sida Peng; Ceyuan Yang; Yujun Shen; Bolei Zhou
,,,,,,,183,237a,6895,GIRAFFE HD: A High-Resolution 3D-Aware Generative Model,Yang Xue; Yuheng Li; Krishna Kumar Singh; Yong Jae Lee
,,,,,,,184,238a,1474,Multi-View Consistent Generative Adversarial Networks for 3D-Aware Image Synthesis,Xuanmeng Zhang; Zhedong Zheng; Daiheng Gao; Bang Zhang; Pan Pan; Yi Yang
,,,,,,,185,239a,5736,Bi-Level Doubly Variational Learning for Energy-Based Latent Variable Models,Ge Kan; Jinhu Lü; Tian Wang; Baochang Zhang; Aichun Zhu; Lei Huang; Guodong Guo; Hichem Snoussi
,,,,,,,186,240a,5811,High-Resolution Image Harmonization via Collaborative Dual Transformations,Wenyan Cong; Xinhao Tao; Li Niu; Jing Liang; Xuesong Gao; Qihao Sun; Liqing Zhang
,,,,,,,187,241a,10156,Brain-Supervised Image Editing,Keith M. Davis III; Carlos de la Torre-Ortiz; Tuukka Ruotsalo
,,Vision & Graphics,,,,,188,242a,84,De-Rendering 3D Objects in the Wild,Felix Wimbauer; Shangzhe Wu; Christian Rupprecht
,,,,,,,189,243a,4234,Neural Fields As Learnable Kernels for 3D Reconstruction,Francis Williams; Zan Gojcic; Sameh Khamis; Denis Zorin; Joan Bruna; Sanja Fidler; Or Litany
,,,,,,,190,244a,3715,HyperStyle: StyleGAN Inversion With HyperNetworks for Real Image Editing,Yuval Alaluf; Omer Tov; Ron Mokady; Rinon Gal; Amit Bermano
,,,,,,,191,245a,2744,3PSDF: Three-Pole Signed Distance Function for Learning Surfaces With Arbitrary Topologies,Weikai Chen; Cheng Lin; Weiyang Li; Bo Yang
,,,,,,,192,246a,2410,Pop-Out Motion: 3D-Aware Image Deformation via Learning the Shape Laplacian,Jihyun Lee; Minhyuk Sung; Hyunjin Kim; Tae-Kyun Kim
,,,,,,,193,247a,9567,Deep Image-Based Illumination Harmonization,Zhongyun Bao; Chengjiang Long; Gang Fu; Daquan Liu; Yuanzhen Li; Jiaming Wu; Chunxia Xiao
,,,,,,,194,248a,1834,GLASS: Geometric Latent Augmentation for Shape Spaces,Sanjeev Muralikrishnan; Siddhartha Chaudhuri; Noam Aigerman; Vladimir G. Kim; Matthew Fisher; Niloy J. Mitra
,,,,,,,195,249a,1559,PhotoScene: Photorealistic Material and Lighting Transfer for Indoor Scenes,Yu-Ying Yeh; Zhengqin Li; Yannick Hold-Geoffroy; Rui Zhu; Zexiang Xu; Miloš Hašan; Kalyan Sunkavalli; Manmohan Chandraker
,,,,,,,196,250a,1478,Neural Template: Topology-Aware Reconstruction and Disentangled Generation of 3D Meshes,Ka-Hei Hui; Ruihui Li; Jingyu Hu; Chi-Wing Fu
,,,,,,,197,251a,9364,Neural Mesh Simplification,Rolandos Alexandros Potamias; Stylianos Ploumpis; Stefanos Zafeiriou
,,,,,,,198,252a,6486,SkinningNet: Two-Stream Graph Convolutional Neural Network for Skinning Prediction of Synthetic Characters,Albert Mosella-Montoro; Javier Ruiz-Hidalgo
,,,,,,,199,253a,7818,CLIP-Forge: Towards Zero-Shot Text-To-Shape Generation,Aditya Sanghi; Hang Chu; Joseph G. Lambourne; Ye Wang; Chin-Yi Cheng; Marco Fumero; Kamal Rahimi Malekshan
,,,,,,,200,254a,7841,UNIST: Unpaired Neural Implicit Shape Translation Network,Qimin Chen; Johannes Merz; Aditya Sanghi; Hooman Shayani; Ali Mahdavi-Amiri; Hao Zhang
,,,,,,,201,255a,1800,CoNeRF: Controllable Neural Radiance Fields,Kacper Kania; Kwang Moo Yi; Marek Kowalski; Tomasz Trzciński; Andrea Tagliasacchi
,,,,,,,202,256a,6407,Neural Points: Point Cloud Representation With Neural Fields for Arbitrary Upsampling,Wanquan Feng; Jin Li; Hongrui Cai; Xiaonan Luo; Juyong Zhang
,,,,,,,203,257a,8338,Modeling Indirect Illumination for Inverse Rendering,Yuanqing Zhang; Jiaming Sun; Xingyi He; Huan Fu; Rongfei Jia; Xiaowei Zhou
,,,,,,,204,258a,3519,Neural Head Avatars From Monocular RGB Videos,Philip-William Grassal; Malte Prinzler; Titus Leistner; Carsten Rother; Matthias Nießner; Justus Thies
,,,,,,,205,259a,2341,DeepCurrents: Learning Implicit Representations of Shapes With Boundaries,David Palmer; Dmitriy Smirnov; Stephanie Wang; Albert Chern; Justin Solomon
,,"Biometrics, Face & Gestures, and Medical Image Analysis",1:30 PM,3:00 PM,15,David Crandall (Indiana Univ.),1,1b,4335,Escaping Data Scarcity for High-Resolution Heterogeneous Face Hallucination,Yiqun Mei; Pengfei Guo; Vishal M. Patel
,,,,,,Yanxi Liu (Penn State),2,2b,5110,AnyFace: Free-Style Text-To-Face Synthesis and Manipulation,Jianxin Sun; Qiyao Deng; Qi Li; Muyi Sun; Min Ren; Zhenan Sun
,,,,,,Mahdi Hosseini (Univ. of New Brunswick),3,3b,5301,General Facial Representation Learning in a Visual-Linguistic Manner,Yinglin Zheng; Hao Yang; Ting Zhang; Jianmin Bao; Dongdong Chen; Yangyu Huang; Lu Yuan; Dong Chen; Ming Zeng; Fang Wen
,,,,,,,4,4b,5269,Self-Supervised Learning of Adversarial Example: Towards Good Generalizations for Deepfake Detection,Liang Chen; Yong Zhang; Yibing Song; Lingqiao Liu; Jue Wang
,,,,,,,5,5b,1219,Detecting Deepfakes With Self-Blended Images,Kaede Shiohara; Toshihiko Yamasaki
,,,,,,,6,6b,5967,3D Shape Variational Autoencoder Latent Disentanglement via Mini-Batch Feature Swapping for Bodies and Faces,Simone Foti; Bongjin Koo; Danail Stoyanov; Matthew J. Clarkson
,,,,,,,7,7b,9638,Evaluation-Oriented Knowledge Distillation for Deep Face Recognition,Yuge Huang; Jiaxiang Wu; Xingkun Xu; Shouhong Ding
,,,,,,,8,8b,6682,AdaFace: Quality Adaptive Margin for Face Recognition,Minchul Kim; Anil K. Jain; Xiaoming Liu
,,,,,,,9,9b,6920,Moving Window Regression: A Novel Approach to Ordinal Regression,Nyeong-Ho Shin; Seon-Ho Lee; Chang-Su Kim
,,,,,,,10,10b,10531,FaceFormer: Speech-Driven 3D Facial Animation With Transformers,Yingruo Fan; Zhaojiang Lin; Jun Saito; Wenping Wang; Taku Komura
,,,,,,,11,11b,11053,Neural Emotion Director: Speech-Preserving Semantic Control of Facial Expressions in “In-the-Wild” Videos,Foivos Paraperas Papantoniou; Panagiotis P. Filntisis; Petros Maragos; Anastasios Roussos
,,,,,,,12,12b,229,Deep Decomposition for Stochastic Normal-Abnormal Transport,Peirong Liu; Yueh Lee; Stephen Aylward; Marc Niethammer
,,,,,,,13,13b,3114,DTFD-MIL: Double-Tier Feature Distillation Multiple Instance Learning for Histopathology Whole Slide Image Classification,Hongrun Zhang; Yanda Meng; Yitian Zhao; Yihong Qiao; Xiaoyun Yang; Sarah E. Coupland; Yalin Zheng
,,,,,,,14,14b,10426,Node-Aligned Graph Convolutional Network for Whole-Slide Image Representation and Classification,Yonghang Guan; Jun Zhang; Kuan Tian; Sen Yang; Pei Dong; Jinxi Xiang; Wei Yang; Junzhou Huang; Yuyao Zhang; Xiao Han
,,,,,,,15,15b,10994,Temporal Context Matters: Enhancing Single Image Prediction With Disease Progression Representations,Aishik Konwer; Xuan Xu; Joseph Bae; Chao Chen; Prateek Prasanna
,,Scene & Shape Analysis and Understanding,1:30 PM,3:00 PM,15,Philippos Mordohai (Stevens Inst. of Technology),1,16b,4710,VRDFormer: End-to-End Video Visual Relation Detection With Transformers,Sipeng Zheng; Shizhe Chen; Qin Jin
,,,,,,Angela Dai (Technical Univ. of Munich),2,17b,720,"Video K-Net: A Simple, Strong, and Unified Baseline for Video Segmentation",Xiangtai Li; Wenwei Zhang; Jiangmiao Pang; Kai Chen; Guangliang Cheng; Yunhai Tong; Chen Change Loy
,,,,,,,3,18b,9896,Visual Acoustic Matching,Changan Chen; Ruohan Gao; Paul Calamia; Kristen Grauman
,,,,,,,4,19b,5847,The Devil Is in the Labels: Noisy Label Correction for Robust Scene Graph Generation,Lin Li; Long Chen; Yifeng Huang; Zhimeng Zhang; Songyang Zhang; Jun Xiao
,,,,,,,5,20b,4283,Learning Multiple Dense Prediction Tasks From Partially Annotated Data,Wei-Hong Li; Xialei Liu; Hakan Bilen
,,,,,,,6,21b,9443,PONI: Potential Functions for ObjectGoal Navigation With Interaction-Free Learning,Santhosh Kumar Ramakrishnan; Devendra Singh Chaplot; Ziad Al-Halah; Jitendra Malik; Kristen Grauman
,,,,,,,7,22b,5513,Continual Stereo Matching of Continuous Driving Scenes With Growing Architecture,Chenghao Zhang; Kun Tian; Bin Fan; Gaofeng Meng; Zhaoxiang Zhang; Chunhong Pan
,,,,,,,8,23b,5826,FIFO: Learning Fog-Invariant Features for Foggy Scene Segmentation,Sohyun Lee; Taeyoung Son; Suha Kwak
,,,,,,,9,24b,3020,Both Style and Fog Matter: Cumulative Domain Adaptation for Semantic Foggy Scene Understanding,Xianzheng Ma; Zhixiang Wang; Yacheng Zhan; Yinqiang Zheng; Zheng Wang; Dengxin Dai; Chia-Wen Lin
,,,,,,,10,25b,11019,Equivariant Point Cloud Analysis via Learning Orientations for Message Passing,Shitong Luo; Jiahan Li; Jiaqi Guan; Yufeng Su; Chaoran Cheng; Jian Peng; Jianzhu Ma
,,,,,,,11,26b,2137,Surface Representation for Point Clouds,Haoxi Ran; Jun Liu; Chengjie Wang
,,,,,,,12,27b,3284,Not All Points Are Equal: Learning Highly Efficient Point-Based Detectors for 3D LiDAR Point Clouds,Yifan Zhang; Qingyong Hu; Guoquan Xu; Yanxin Ma; Jianwei Wan; Yulan Guo
,,,,,,,13,28b,3846,3D Common Corruptions and Data Augmentation,Oğuzhan Fatih Kar; Teresa Yeo; Andrei Atanov; Amir Zamir
,,,,,,,14,29b,4027,INS-Conv: Incremental Sparse Convolution for Online 3D Segmentation,Leyao Liu; Tian Zheng; Yun-Jou Lin; Kai Ni; Lu Fang
,,,,,,,15,30b,11446,How Much Does Input Data Type Impact Final Face Model Accuracy?,Jiahao Luo; Fahim Hasan Khan; Issei Mori; Akila de Silva; Eric Sandoval Ruezga; Minghao Liu; Alex Pang; James Davis
,,"Datasets & Evaluation, Action & Event Recognition, and Visual Question Answering",1:30 PM,3:00 PM,15,Ivan Laptev (INRIA Paris),1,31b,7484,"Ego4D: Around the World in 3,000 Hours of Egocentric Video",Kristen Grauman; Andrew Westbury; Eugene Byrne; Zachary Chavis; Antonino Furnari; Rohit Girdhar; Jackson Hamburger; Hao Jiang; Miao Liu; Xingyu Liu; Miguel Martin; Tushar Nagarajan; Ilija Radosavovic; Santhosh Kumar Ramakrishnan; Fiona Ryan; Jayant Sharma; Michael Wray; Mengmeng Xu; Eric Zhongcong Xu; Chen Zhao; Siddhant Bansal; Dhruv Batra; Vincent Cartillier; Sean Crane; Tien Do; Morrie Doulaty; Akshay Erapalli; Christoph Feichtenhofer; Adriano Fragomeni; Qichen Fu; Abrham Gebreselasie; Cristina González; James Hillis; Xuhua Huang; Yifei Huang; Wenqi Jia; Weslie Khoo; Jáchym Kolář; Satwik Kottur; Anurag Kumar; Federico Landini; Chao Li; Yanghao Li; Zhenqiang Li; Karttikeya Mangalam; Raghava Modhugu; Jonathan Munro; Tullie Murrell; Takumi Nishiyasu; Will Price; Paola Ruiz; Merey Ramazanova; Leda Sari; Kiran Somasundaram; Audrey Southerland; Yusuke Sugano; Ruijie Tao; Minh Vo; Yuchen Wang; Xindi Wu; Takuma Yagi; Ziwei Zhao; Yunyi Zhu; Pablo Arbeláez; David Crandall; Dima Damen; Giovanni Maria Farinella; Christian Fuegen; Bernard Ghanem; Vamsi Krishna Ithapu; C. V. Jawahar; Hanbyul Joo; Kris Kitani; Haizhou Li; Richard Newcombe; Aude Oliva; Hyun Soo Park; James M. Rehg; Yoichi Sato; Jianbo Shi; Mike Zheng Shou; Antonio Torralba; Lorenzo Torresani; Mingfei Yan; Jitendra Malik
,,,,,,Efstratios Gavves (Univ. of Amsterdam ),2,32b,10504,TransRAC: Encoding Multi-Scale Temporal Correlation With Transformers for Repetitive Action Counting,Huazhang Hu; Sixun Dong; Yiqun Zhao; Dongze Lian; Zhengxin Li; Shenghua Gao
,,,,,,Waqas Sultani (Information Technology Univ.),3,33b,5075,Animal Kingdom: A Large and Diverse Dataset for Animal Behavior Understanding,Xun Long Ng; Kian Eng Ong; Qichen Zheng; Yun Ni; Si Yong Yeo; Jun Liu
,,,,,,,4,34b,2465,vCLIMB: A Novel Video Class Incremental Learning Benchmark,Andrés Villa; Kumail Alhamoud; Victor Escorcia; Fabian Caba; Juan León Alcázar; Bernard Ghanem
,,,,,,,5,35b,2221,Opening Up Open World Tracking,Yang Liu; Idil Esen Zulfikar; Jonathon Luiten; Achal Dave; Deva Ramanan; Bastian Leibe; Aljoša Ošep; Laura Leal-Taixé
,,,,,,,6,36b,1795,Bongard-HOI: Benchmarking Few-Shot Visual Reasoning for Human-Object Interactions,Huaizu Jiang; Xiaojian Ma; Weili Nie; Zhiding Yu; Yuke Zhu; Anima Anandkumar
,,,,,,,7,37b,8910,CNN Filter DB: An Empirical Investigation of Trained Convolutional Filters,Paul Gavrikov; Janis Keuper
